column_name,mean,std,min,max,missing_count
Air Temperature,12.607976949822085,10.44292433150617,-29.78,37.6,75
Wet Bulb Temperature,10.262783168834618,9.409690599277608,-28.9,28.4,76049
Humidity,68.0225121618596,15.629463304200337,0.0,100.0,0
Rain Intensity,0.15887836502942712,1.7933164878902634,0.0,183.6,76049
Interval Rain,0.14227243583219687,1.0963998748345134,-0.9,63.42,0
Total Rain,141.4156200453236,190.3941242133552,0.0,1056.1,76049
Precipitation Type,4.271335718495521,15.596775565594015,0.0,70.0,76049
Wind Direction,140.7686549695699,122.0335353859812,0.0,359.0,0
Wind Speed,2.9186162958741275,5.339244126595719,0.0,999.9,0
Maximum Wind Speed,3.55547232795294,5.952814565146638,0.0,999.9,0
Barometric Pressure,994.3146514233337,10.02605054116459,0.0,3098.5,146
Solar Radiation,112.27323474933338,842.3793007261858,-100000.0,1277.0,0
Heading,282.02980899333426,142.72844709091567,0.0,359.0,76049
Battery Life,13.16360601681288,1.5446649552060372,0.0,15.3,0
